STATION,NAME,DATE,TMAX,TMIN
USC00190998,"BUFFUMVILLE LAKE, MA US",2/11/1966,50,29
USC00190998,"BUFFUMVILLE LAKE, MA US",2/12/1966,54,29
USC00190998,"BUFFUMVILLE LAKE, MA US",2/13/1966,47,27
USC00190998,"BUFFUMVILLE LAKE, MA US",2/14/1966,40,32
USC00190998,"BUFFUMVILLE LAKE, MA US",2/15/1966,45,29
USC00190998,"BUFFUMVILLE LAKE, MA US",2/16/1966,38,22
USC00190998,"BUFFUMVILLE LAKE, MA US",2/17/1966,35,25
USC00190998,"BUFFUMVILLE LAKE, MA US",2/18/1966,30,11
USC00190998,"BUFFUMVILLE LAKE, MA US",2/19/1966,33,19
USC00190998,"BUFFUMVILLE LAKE, MA US",2/20/1966,22,-5
USC00190998,"BUFFUMVILLE LAKE, MA US",2/21/1966,15,0
USC00190998,"BUFFUMVILLE LAKE, MA US",2/22/1966,22,4
USC00190998,"BUFFUMVILLE LAKE, MA US",2/23/1966,35,11
USC00190998,"BUFFUMVILLE LAKE, MA US",2/24/1966,37,16
USC00190998,"BUFFUMVILLE LAKE, MA US",2/25/1966,40,20
USC00190998,"BUFFUMVILLE LAKE, MA US",2/26/1966,34,25
USC00190998,"BUFFUMVILLE LAKE, MA US",2/27/1966,43,9
USC00190998,"BUFFUMVILLE LAKE, MA US",2/28/1966,50,18
USC00190998,"BUFFUMVILLE LAKE, MA US",3/1/1966,46,31
USC00190998,"BUFFUMVILLE LAKE, MA US",3/2/1966,51,36
USC00190998,"BUFFUMVILLE LAKE, MA US",3/3/1966,45,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/4/1966,55,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/5/1966,45,33
USC00190998,"BUFFUMVILLE LAKE, MA US",3/6/1966,38,32
USC00190998,"BUFFUMVILLE LAKE, MA US",3/7/1966,41,25
USC00190998,"BUFFUMVILLE LAKE, MA US",3/8/1966,38,21
USC00190998,"BUFFUMVILLE LAKE, MA US",3/9/1966,38,15
USC00190998,"BUFFUMVILLE LAKE, MA US",3/10/1966,42,15
USC00190998,"BUFFUMVILLE LAKE, MA US",3/11/1966,53,27
USC00190998,"BUFFUMVILLE LAKE, MA US",3/12/1966,43,23
USC00190998,"BUFFUMVILLE LAKE, MA US",3/13/1966,33,28
USC00190998,"BUFFUMVILLE LAKE, MA US",3/14/1966,36,20
USC00190998,"BUFFUMVILLE LAKE, MA US",3/15/1966,45,22
USC00190998,"BUFFUMVILLE LAKE, MA US",3/16/1966,40,16
USC00190998,"BUFFUMVILLE LAKE, MA US",3/17/1966,44,13
USC00190998,"BUFFUMVILLE LAKE, MA US",3/18/1966,50,27
USC00190998,"BUFFUMVILLE LAKE, MA US",3/19/1966,64,30
USC00190998,"BUFFUMVILLE LAKE, MA US",3/20/1966,62,33
USC00190998,"BUFFUMVILLE LAKE, MA US",3/21/1966,51,30
USC00190998,"BUFFUMVILLE LAKE, MA US",3/22/1966,49,24
USC00190998,"BUFFUMVILLE LAKE, MA US",3/23/1966,50,30
USC00190998,"BUFFUMVILLE LAKE, MA US",3/24/1966,54,32
USC00190998,"BUFFUMVILLE LAKE, MA US",3/25/1966,54,34
USC00190998,"BUFFUMVILLE LAKE, MA US",3/26/1966,46,22
USC00190998,"BUFFUMVILLE LAKE, MA US",3/27/1966,47,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/28/1966,37,15
USC00190998,"BUFFUMVILLE LAKE, MA US",3/29/1966,31,16
USC00190998,"BUFFUMVILLE LAKE, MA US",3/30/1966,40,21
USC00190998,"BUFFUMVILLE LAKE, MA US",3/31/1966,46,32
USC00190998,"BUFFUMVILLE LAKE, MA US",4/1/1966,47,27
USC00190998,"BUFFUMVILLE LAKE, MA US",4/2/1966,42,26
USC00190998,"BUFFUMVILLE LAKE, MA US",4/3/1966,48,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/4/1966,49,34
USC00190998,"BUFFUMVILLE LAKE, MA US",4/5/1966,51,30
USC00190998,"BUFFUMVILLE LAKE, MA US",4/6/1966,47,22
USC00190998,"BUFFUMVILLE LAKE, MA US",4/7/1966,51,25
USC00190998,"BUFFUMVILLE LAKE, MA US",4/8/1966,53,34
USC00190998,"BUFFUMVILLE LAKE, MA US",4/9/1966,47,27
USC00190998,"BUFFUMVILLE LAKE, MA US",4/10/1966,48,27
USC00190998,"BUFFUMVILLE LAKE, MA US",4/11/1966,50,29
USC00190998,"BUFFUMVILLE LAKE, MA US",4/12/1966,50,25
USC00190998,"BUFFUMVILLE LAKE, MA US",4/13/1966,53,27
USC00190998,"BUFFUMVILLE LAKE, MA US",4/14/1966,47,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/15/1966,55,24
USC00190998,"BUFFUMVILLE LAKE, MA US",4/16/1966,59,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/17/1966,56,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/18/1966,62,27
USC00190998,"BUFFUMVILLE LAKE, MA US",4/19/1966,64,29
USC00190998,"BUFFUMVILLE LAKE, MA US",4/20/1966,60,37
USC00190998,"BUFFUMVILLE LAKE, MA US",4/21/1966,46,38
USC00190998,"BUFFUMVILLE LAKE, MA US",4/22/1966,62,42
USC00190998,"BUFFUMVILLE LAKE, MA US",4/23/1966,67,32
USC00190998,"BUFFUMVILLE LAKE, MA US",4/24/1966,67,41
USC00190998,"BUFFUMVILLE LAKE, MA US",4/25/1966,50,41
USC00190998,"BUFFUMVILLE LAKE, MA US",4/26/1966,66,40
USC00190998,"BUFFUMVILLE LAKE, MA US",4/27/1966,59,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/28/1966,52,33
USC00190998,"BUFFUMVILLE LAKE, MA US",4/29/1966,37,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/30/1966,57,33
USC00190998,"BUFFUMVILLE LAKE, MA US",5/1/1966,58,37
USC00190998,"BUFFUMVILLE LAKE, MA US",5/2/1966,61,41
USC00190998,"BUFFUMVILLE LAKE, MA US",5/3/1966,55,26
USC00190998,"BUFFUMVILLE LAKE, MA US",5/4/1966,61,30
USC00190998,"BUFFUMVILLE LAKE, MA US",5/5/1966,,30
USC00190998,"BUFFUMVILLE LAKE, MA US",5/6/1966,62,42
USC00190998,"BUFFUMVILLE LAKE, MA US",5/7/1966,65,36
USC00190998,"BUFFUMVILLE LAKE, MA US",5/8/1966,51,38
USC00190998,"BUFFUMVILLE LAKE, MA US",5/9/1966,53,39
USC00190998,"BUFFUMVILLE LAKE, MA US",5/10/1966,41,33
USC00190998,"BUFFUMVILLE LAKE, MA US",5/11/1966,49,28
USC00190998,"BUFFUMVILLE LAKE, MA US",5/12/1966,57,40
USC00190998,"BUFFUMVILLE LAKE, MA US",5/13/1966,54,40
USC00190998,"BUFFUMVILLE LAKE, MA US",5/14/1966,57,32
USC00190998,"BUFFUMVILLE LAKE, MA US",5/15/1966,69,36
USC00190998,"BUFFUMVILLE LAKE, MA US",5/16/1966,71,34
USC00190998,"BUFFUMVILLE LAKE, MA US",5/17/1966,68,44
USC00190998,"BUFFUMVILLE LAKE, MA US",5/18/1966,64,42
USC00190998,"BUFFUMVILLE LAKE, MA US",5/19/1966,67,47
USC00190998,"BUFFUMVILLE LAKE, MA US",5/20/1966,61,55
USC00190998,"BUFFUMVILLE LAKE, MA US",5/21/1966,75,49
USC00190998,"BUFFUMVILLE LAKE, MA US",5/22/1966,74,52
USC00190998,"BUFFUMVILLE LAKE, MA US",5/23/1966,70,42
USC00190998,"BUFFUMVILLE LAKE, MA US",5/24/1966,80,45
USC00190998,"BUFFUMVILLE LAKE, MA US",5/25/1966,78,49
USC00190998,"BUFFUMVILLE LAKE, MA US",5/26/1966,73,52
USC00190998,"BUFFUMVILLE LAKE, MA US",5/27/1966,77,49
USC00190998,"BUFFUMVILLE LAKE, MA US",5/28/1966,83,59
USC00190998,"BUFFUMVILLE LAKE, MA US",5/29/1966,69,57
USC00190998,"BUFFUMVILLE LAKE, MA US",5/30/1966,75,37
USC00190998,"BUFFUMVILLE LAKE, MA US",5/31/1966,67,40
USC00190998,"BUFFUMVILLE LAKE, MA US",6/1/1966,62,48
USC00190998,"BUFFUMVILLE LAKE, MA US",6/2/1966,63,45
USC00190998,"BUFFUMVILLE LAKE, MA US",6/3/1966,69,40
USC00190998,"BUFFUMVILLE LAKE, MA US",6/4/1966,76,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/5/1966,85,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/6/1966,88,57
USC00190998,"BUFFUMVILLE LAKE, MA US",6/7/1966,85,56
USC00190998,"BUFFUMVILLE LAKE, MA US",6/8/1966,83,62
USC00190998,"BUFFUMVILLE LAKE, MA US",6/9/1966,83,56
USC00190998,"BUFFUMVILLE LAKE, MA US",6/10/1966,80,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/11/1966,59,41
USC00190998,"BUFFUMVILLE LAKE, MA US",6/12/1966,66,41
USC00190998,"BUFFUMVILLE LAKE, MA US",6/13/1966,70,50
USC00190998,"BUFFUMVILLE LAKE, MA US",6/14/1966,66,51
USC00190998,"BUFFUMVILLE LAKE, MA US",6/15/1966,84,58
USC00190998,"BUFFUMVILLE LAKE, MA US",6/16/1966,80,51
USC00190998,"BUFFUMVILLE LAKE, MA US",6/17/1966,75,55
USC00190998,"BUFFUMVILLE LAKE, MA US",6/18/1966,78,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/19/1966,79,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/20/1966,77,49
USC00190998,"BUFFUMVILLE LAKE, MA US",6/21/1966,82,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/22/1966,83,49
USC00190998,"BUFFUMVILLE LAKE, MA US",6/23/1966,78,50
USC00190998,"BUFFUMVILLE LAKE, MA US",6/24/1966,85,62
USC00190998,"BUFFUMVILLE LAKE, MA US",6/25/1966,89,58
USC00190998,"BUFFUMVILLE LAKE, MA US",6/26/1966,61,55
USC00190998,"BUFFUMVILLE LAKE, MA US",6/27/1966,70,56
USC00190998,"BUFFUMVILLE LAKE, MA US",6/28/1966,91,57
USC00190998,"BUFFUMVILLE LAKE, MA US",6/29/1966,88,65
USC00190998,"BUFFUMVILLE LAKE, MA US",6/30/1966,87,57
USC00190998,"BUFFUMVILLE LAKE, MA US",7/1/1966,84,53
USC00190998,"BUFFUMVILLE LAKE, MA US",7/2/1966,85,59
USC00190998,"BUFFUMVILLE LAKE, MA US",7/3/1966,92,62
USC00190998,"BUFFUMVILLE LAKE, MA US",7/4/1966,96,71
USC00190998,"BUFFUMVILLE LAKE, MA US",7/5/1966,86,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/6/1966,87,62
USC00190998,"BUFFUMVILLE LAKE, MA US",7/7/1966,82,66
USC00190998,"BUFFUMVILLE LAKE, MA US",7/8/1966,87,57
USC00190998,"BUFFUMVILLE LAKE, MA US",7/9/1966,82,51
USC00190998,"BUFFUMVILLE LAKE, MA US",7/10/1966,83,56
USC00190998,"BUFFUMVILLE LAKE, MA US",7/11/1966,84,62
USC00190998,"BUFFUMVILLE LAKE, MA US",7/12/1966,87,60
USC00190998,"BUFFUMVILLE LAKE, MA US",7/13/1966,90,63
USC00190998,"BUFFUMVILLE LAKE, MA US",7/14/1966,92,63
USC00190998,"BUFFUMVILLE LAKE, MA US",7/15/1966,83,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/16/1966,82,48
USC00190998,"BUFFUMVILLE LAKE, MA US",7/17/1966,80,50
USC00190998,"BUFFUMVILLE LAKE, MA US",7/18/1966,83,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/19/1966,87,64
USC00190998,"BUFFUMVILLE LAKE, MA US",7/20/1966,86,57
USC00190998,"BUFFUMVILLE LAKE, MA US",7/21/1966,75,46
USC00190998,"BUFFUMVILLE LAKE, MA US",7/22/1966,75,50
USC00190998,"BUFFUMVILLE LAKE, MA US",7/23/1966,81,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/24/1966,84,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/25/1966,85,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/26/1966,85,60
USC00190998,"BUFFUMVILLE LAKE, MA US",7/27/1966,87,56
USC00190998,"BUFFUMVILLE LAKE, MA US",7/28/1966,80,62
USC00190998,"BUFFUMVILLE LAKE, MA US",7/29/1966,72,67
USC00190998,"BUFFUMVILLE LAKE, MA US",7/30/1966,80,54
USC00190998,"BUFFUMVILLE LAKE, MA US",7/31/1966,78,55
USC00190998,"BUFFUMVILLE LAKE, MA US",8/1/1966,81,52
USC00190998,"BUFFUMVILLE LAKE, MA US",8/2/1966,85,60
USC00190998,"BUFFUMVILLE LAKE, MA US",8/3/1966,77,57
USC00190998,"BUFFUMVILLE LAKE, MA US",8/4/1966,75,47
USC00190998,"BUFFUMVILLE LAKE, MA US",8/5/1966,79,55
USC00190998,"BUFFUMVILLE LAKE, MA US",8/6/1966,82,57
USC00190998,"BUFFUMVILLE LAKE, MA US",8/7/1966,85,58
USC00190998,"BUFFUMVILLE LAKE, MA US",8/8/1966,87,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/9/1966,82,60
USC00190998,"BUFFUMVILLE LAKE, MA US",8/10/1966,83,65
USC00190998,"BUFFUMVILLE LAKE, MA US",8/11/1966,85,67
USC00190998,"BUFFUMVILLE LAKE, MA US",8/12/1966,82,70
USC00190998,"BUFFUMVILLE LAKE, MA US",8/13/1966,80,55
USC00190998,"BUFFUMVILLE LAKE, MA US",8/14/1966,76,43
USC00190998,"BUFFUMVILLE LAKE, MA US",8/15/1966,78,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/16/1966,65,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/17/1966,72,64
USC00190998,"BUFFUMVILLE LAKE, MA US",8/18/1966,76,56
USC00190998,"BUFFUMVILLE LAKE, MA US",8/19/1966,84,57
USC00190998,"BUFFUMVILLE LAKE, MA US",8/20/1966,89,55
USC00190998,"BUFFUMVILLE LAKE, MA US",8/21/1966,81,52
USC00190998,"BUFFUMVILLE LAKE, MA US",8/22/1966,83,63
USC00190998,"BUFFUMVILLE LAKE, MA US",8/23/1966,67,61
USC00190998,"BUFFUMVILLE LAKE, MA US",8/24/1966,66,52
USC00190998,"BUFFUMVILLE LAKE, MA US",8/25/1966,74,50
USC00190998,"BUFFUMVILLE LAKE, MA US",8/26/1966,75,53
USC00190998,"BUFFUMVILLE LAKE, MA US",8/27/1966,77,49
USC00190998,"BUFFUMVILLE LAKE, MA US",8/28/1966,81,58
USC00190998,"BUFFUMVILLE LAKE, MA US",8/29/1966,79,47
USC00190998,"BUFFUMVILLE LAKE, MA US",8/30/1966,82,54
USC00190998,"BUFFUMVILLE LAKE, MA US",8/31/1966,89,63
USC00190998,"BUFFUMVILLE LAKE, MA US",9/1/1966,88,56
USC00190998,"BUFFUMVILLE LAKE, MA US",9/2/1966,85,53
USC00190998,"BUFFUMVILLE LAKE, MA US",9/3/1966,89,60
USC00190998,"BUFFUMVILLE LAKE, MA US",9/4/1966,65,53
USC00190998,"BUFFUMVILLE LAKE, MA US",9/5/1966,65,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/6/1966,76,55
USC00190998,"BUFFUMVILLE LAKE, MA US",9/7/1966,78,48
USC00190998,"BUFFUMVILLE LAKE, MA US",9/8/1966,75,49
USC00190998,"BUFFUMVILLE LAKE, MA US",9/9/1966,75,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/10/1966,75,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/11/1966,80,53
USC00190998,"BUFFUMVILLE LAKE, MA US",9/12/1966,74,40
USC00190998,"BUFFUMVILLE LAKE, MA US",9/13/1966,71,45
USC00190998,"BUFFUMVILLE LAKE, MA US",9/14/1966,70,47
USC00190998,"BUFFUMVILLE LAKE, MA US",9/15/1966,65,54
USC00190998,"BUFFUMVILLE LAKE, MA US",9/16/1966,71,38
USC00190998,"BUFFUMVILLE LAKE, MA US",9/17/1966,63,40
USC00190998,"BUFFUMVILLE LAKE, MA US",9/18/1966,73,45
USC00190998,"BUFFUMVILLE LAKE, MA US",9/19/1966,76,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/20/1966,73,47
USC00190998,"BUFFUMVILLE LAKE, MA US",9/21/1966,62,44
USC00190998,"BUFFUMVILLE LAKE, MA US",9/22/1966,63,46
USC00190998,"BUFFUMVILLE LAKE, MA US",9/23/1966,71,53
USC00190998,"BUFFUMVILLE LAKE, MA US",9/24/1966,63,45
USC00190998,"BUFFUMVILLE LAKE, MA US",9/25/1966,58,42
USC00190998,"BUFFUMVILLE LAKE, MA US",9/26/1966,60,33
USC00190998,"BUFFUMVILLE LAKE, MA US",9/27/1966,60,32
USC00190998,"BUFFUMVILLE LAKE, MA US",9/28/1966,62,35
USC00190998,"BUFFUMVILLE LAKE, MA US",9/29/1966,67,51
USC00190998,"BUFFUMVILLE LAKE, MA US",9/30/1966,63,52
USC00190998,"BUFFUMVILLE LAKE, MA US",10/1/1966,67,45
USC00190998,"BUFFUMVILLE LAKE, MA US",10/2/1966,45,35
USC00190998,"BUFFUMVILLE LAKE, MA US",10/3/1966,59,33
USC00190998,"BUFFUMVILLE LAKE, MA US",10/4/1966,64,36
USC00190998,"BUFFUMVILLE LAKE, MA US",10/5/1966,67,42
USC00190998,"BUFFUMVILLE LAKE, MA US",10/6/1966,62,40
USC00190998,"BUFFUMVILLE LAKE, MA US",10/7/1966,52,33
USC00190998,"BUFFUMVILLE LAKE, MA US",10/8/1966,66,37
USC00190998,"BUFFUMVILLE LAKE, MA US",10/9/1966,75,40
USC00190998,"BUFFUMVILLE LAKE, MA US",10/10/1966,77,48
USC00190998,"BUFFUMVILLE LAKE, MA US",10/11/1966,65,32
USC00190998,"BUFFUMVILLE LAKE, MA US",10/12/1966,65,35
USC00190998,"BUFFUMVILLE LAKE, MA US",10/13/1966,52,28
USC00190998,"BUFFUMVILLE LAKE, MA US",10/14/1966,55,28
USC00190998,"BUFFUMVILLE LAKE, MA US",10/15/1966,63,35
USC00190998,"BUFFUMVILLE LAKE, MA US",10/16/1966,65,43
USC00190998,"BUFFUMVILLE LAKE, MA US",10/17/1966,66,40
USC00190998,"BUFFUMVILLE LAKE, MA US",10/18/1966,52,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/19/1966,55,32
USC00190998,"BUFFUMVILLE LAKE, MA US",10/20/1966,57,45
USC00190998,"BUFFUMVILLE LAKE, MA US",10/21/1966,49,34
USC00190998,"BUFFUMVILLE LAKE, MA US",10/22/1966,59,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/23/1966,63,34
USC00190998,"BUFFUMVILLE LAKE, MA US",10/24/1966,69,48
USC00190998,"BUFFUMVILLE LAKE, MA US",10/25/1966,62,38
USC00190998,"BUFFUMVILLE LAKE, MA US",10/26/1966,65,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/27/1966,58,26
USC00190998,"BUFFUMVILLE LAKE, MA US",10/28/1966,63,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/29/1966,71,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/30/1966,68,26
USC00190998,"BUFFUMVILLE LAKE, MA US",10/31/1966,40,18
USC00190998,"BUFFUMVILLE LAKE, MA US",11/1/1966,50,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/2/1966,66,46
USC00190998,"BUFFUMVILLE LAKE, MA US",11/3/1966,67,58
USC00190998,"BUFFUMVILLE LAKE, MA US",11/4/1966,67,32
USC00190998,"BUFFUMVILLE LAKE, MA US",11/5/1966,44,25
USC00190998,"BUFFUMVILLE LAKE, MA US",11/6/1966,50,36
USC00190998,"BUFFUMVILLE LAKE, MA US",11/7/1966,39,29
USC00190998,"BUFFUMVILLE LAKE, MA US",11/8/1966,50,34
USC00190998,"BUFFUMVILLE LAKE, MA US",11/9/1966,55,42
USC00190998,"BUFFUMVILLE LAKE, MA US",11/10/1966,58,48
USC00190998,"BUFFUMVILLE LAKE, MA US",11/11/1966,65,52
USC00190998,"BUFFUMVILLE LAKE, MA US",11/12/1966,62,42
USC00190998,"BUFFUMVILLE LAKE, MA US",11/13/1966,50,29
USC00190998,"BUFFUMVILLE LAKE, MA US",11/14/1966,45,23
USC00190998,"BUFFUMVILLE LAKE, MA US",11/15/1966,45,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/16/1966,42,22
USC00190998,"BUFFUMVILLE LAKE, MA US",11/17/1966,45,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/18/1966,61,45
USC00190998,"BUFFUMVILLE LAKE, MA US",11/19/1966,60,40
USC00190998,"BUFFUMVILLE LAKE, MA US",11/20/1966,42,20
USC00190998,"BUFFUMVILLE LAKE, MA US",11/21/1966,42,15
USC00190998,"BUFFUMVILLE LAKE, MA US",11/22/1966,46,16
USC00190998,"BUFFUMVILLE LAKE, MA US",11/23/1966,47,17
USC00190998,"BUFFUMVILLE LAKE, MA US",11/24/1966,56,20
USC00190998,"BUFFUMVILLE LAKE, MA US",11/25/1966,63,21
USC00190998,"BUFFUMVILLE LAKE, MA US",11/26/1966,58,35
USC00190998,"BUFFUMVILLE LAKE, MA US",11/27/1966,57,43
USC00190998,"BUFFUMVILLE LAKE, MA US",11/28/1966,59,46
USC00190998,"BUFFUMVILLE LAKE, MA US",11/29/1966,53,40
USC00190998,"BUFFUMVILLE LAKE, MA US",11/30/1966,49,34
USC00190998,"BUFFUMVILLE LAKE, MA US",12/1/1966,43,29
USC00190998,"BUFFUMVILLE LAKE, MA US",12/2/1966,43,30
USC00190998,"BUFFUMVILLE LAKE, MA US",12/3/1966,30,13
USC00190998,"BUFFUMVILLE LAKE, MA US",12/4/1966,23,6
USC00190998,"BUFFUMVILLE LAKE, MA US",12/5/1966,28,5
USC00190998,"BUFFUMVILLE LAKE, MA US",12/6/1966,35,8
USC00190998,"BUFFUMVILLE LAKE, MA US",12/7/1966,44,20
USC00190998,"BUFFUMVILLE LAKE, MA US",12/8/1966,46,29
USC00190998,"BUFFUMVILLE LAKE, MA US",12/9/1966,62,38
USC00190998,"BUFFUMVILLE LAKE, MA US",12/10/1966,58,39
USC00190998,"BUFFUMVILLE LAKE, MA US",12/11/1966,60,49
USC00190998,"BUFFUMVILLE LAKE, MA US",12/12/1966,55,24
USC00190998,"BUFFUMVILLE LAKE, MA US",12/13/1966,39,19
USC00190998,"BUFFUMVILLE LAKE, MA US",12/14/1966,34,22
USC00190998,"BUFFUMVILLE LAKE, MA US",12/15/1966,34,25
USC00190998,"BUFFUMVILLE LAKE, MA US",12/16/1966,36,10
USC00190998,"BUFFUMVILLE LAKE, MA US",12/17/1966,38,13
USC00190998,"BUFFUMVILLE LAKE, MA US",12/18/1966,48,23
USC00190998,"BUFFUMVILLE LAKE, MA US",12/19/1966,51,21
USC00190998,"BUFFUMVILLE LAKE, MA US",12/20/1966,31,14
USC00190998,"BUFFUMVILLE LAKE, MA US",12/21/1966,29,15
USC00190998,"BUFFUMVILLE LAKE, MA US",12/22/1966,30,16
USC00190998,"BUFFUMVILLE LAKE, MA US",12/23/1966,32,9
USC00190998,"BUFFUMVILLE LAKE, MA US",12/24/1966,28,12
USC00190998,"BUFFUMVILLE LAKE, MA US",12/25/1966,22,17
USC00190998,"BUFFUMVILLE LAKE, MA US",12/26/1966,25,18
USC00190998,"BUFFUMVILLE LAKE, MA US",12/27/1966,28,4
USC00190998,"BUFFUMVILLE LAKE, MA US",12/28/1966,27,-4
USC00190998,"BUFFUMVILLE LAKE, MA US",12/29/1966,27,-1
USC00190998,"BUFFUMVILLE LAKE, MA US",12/30/1966,48,26
USC00190998,"BUFFUMVILLE LAKE, MA US",12/31/1966,31,6
USC00190998,"BUFFUMVILLE LAKE, MA US",1/1/1967,31,12
USC00190998,"BUFFUMVILLE LAKE, MA US",1/2/1967,38,24
USC00190998,"BUFFUMVILLE LAKE, MA US",1/3/1967,40,12
USC00190998,"BUFFUMVILLE LAKE, MA US",1/4/1967,32,14
USC00190998,"BUFFUMVILLE LAKE, MA US",1/5/1967,34,28
USC00190998,"BUFFUMVILLE LAKE, MA US",1/6/1967,37,20
USC00190998,"BUFFUMVILLE LAKE, MA US",1/7/1967,29,7
USC00190998,"BUFFUMVILLE LAKE, MA US",1/8/1967,49,13
USC00190998,"BUFFUMVILLE LAKE, MA US",1/9/1967,48,25
USC00190998,"BUFFUMVILLE LAKE, MA US",1/10/1967,37,19
USC00190998,"BUFFUMVILLE LAKE, MA US",1/11/1967,32,11
USC00190998,"BUFFUMVILLE LAKE, MA US",1/12/1967,34,14
USC00190998,"BUFFUMVILLE LAKE, MA US",1/13/1967,31,20
USC00190998,"BUFFUMVILLE LAKE, MA US",1/14/1967,39,20
USC00190998,"BUFFUMVILLE LAKE, MA US",1/15/1967,39,29
USC00190998,"BUFFUMVILLE LAKE, MA US",1/16/1967,44,20
USC00190998,"BUFFUMVILLE LAKE, MA US",1/17/1967,31,12
USC00190998,"BUFFUMVILLE LAKE, MA US",1/18/1967,40,20
USC00190998,"BUFFUMVILLE LAKE, MA US",1/19/1967,22,-1
USC00190998,"BUFFUMVILLE LAKE, MA US",1/20/1967,19,1
USC00190998,"BUFFUMVILLE LAKE, MA US",1/21/1967,36,13
USC00190998,"BUFFUMVILLE LAKE, MA US",1/22/1967,48,29
USC00190998,"BUFFUMVILLE LAKE, MA US",1/23/1967,47,26
USC00190998,"BUFFUMVILLE LAKE, MA US",1/24/1967,62,36
USC00190998,"BUFFUMVILLE LAKE, MA US",1/25/1967,59,33
USC00190998,"BUFFUMVILLE LAKE, MA US",1/26/1967,47,36
USC00190998,"BUFFUMVILLE LAKE, MA US",1/27/1967,53,35
USC00190998,"BUFFUMVILLE LAKE, MA US",1/28/1967,35,31
USC00190998,"BUFFUMVILLE LAKE, MA US",1/29/1967,35,23
USC00190998,"BUFFUMVILLE LAKE, MA US",1/30/1967,25,12
USC00190998,"BUFFUMVILLE LAKE, MA US",1/31/1967,26,12
USC00190998,"BUFFUMVILLE LAKE, MA US",2/1/1967,34,14
USC00190998,"BUFFUMVILLE LAKE, MA US",2/2/1967,39,28
USC00190998,"BUFFUMVILLE LAKE, MA US",2/3/1967,37,13
USC00190998,"BUFFUMVILLE LAKE, MA US",2/4/1967,29,1
USC00190998,"BUFFUMVILLE LAKE, MA US",2/5/1967,36,16
USC00190998,"BUFFUMVILLE LAKE, MA US",2/6/1967,41,20
USC00190998,"BUFFUMVILLE LAKE, MA US",2/7/1967,21,7
USC00190998,"BUFFUMVILLE LAKE, MA US",2/8/1967,12,-12
USC00190998,"BUFFUMVILLE LAKE, MA US",2/9/1967,29,-11
USC00190998,"BUFFUMVILLE LAKE, MA US",2/10/1967,32,-3
USC00190998,"BUFFUMVILLE LAKE, MA US",2/11/1967,38,24
USC00190998,"BUFFUMVILLE LAKE, MA US",2/12/1967,43,4
USC00190998,"BUFFUMVILLE LAKE, MA US",2/13/1967,10,-21
USC00190998,"BUFFUMVILLE LAKE, MA US",2/14/1967,20,-15
USC00190998,"BUFFUMVILLE LAKE, MA US",2/15/1967,44,8
USC00190998,"BUFFUMVILLE LAKE, MA US",2/16/1967,56,28
USC00190998,"BUFFUMVILLE LAKE, MA US",2/17/1967,53,15
USC00190998,"BUFFUMVILLE LAKE, MA US",2/18/1967,27,12
USC00190998,"BUFFUMVILLE LAKE, MA US",2/19/1967,20,3
USC00190998,"BUFFUMVILLE LAKE, MA US",2/20/1967,27,14
USC00190998,"BUFFUMVILLE LAKE, MA US",2/21/1967,38,23
USC00190998,"BUFFUMVILLE LAKE, MA US",2/22/1967,33,13
