STATION,NAME,DATE,TMAX,TMIN
USC00190998,"BUFFUMVILLE LAKE, MA US",9/26/1986,76,47
USC00190998,"BUFFUMVILLE LAKE, MA US",9/27/1986,68,51
USC00190998,"BUFFUMVILLE LAKE, MA US",9/28/1986,65,38
USC00190998,"BUFFUMVILLE LAKE, MA US",9/29/1986,67,39
USC00190998,"BUFFUMVILLE LAKE, MA US",9/30/1986,76,60
USC00190998,"BUFFUMVILLE LAKE, MA US",10/1/1986,85,69
USC00190998,"BUFFUMVILLE LAKE, MA US",10/2/1986,76,55
USC00190998,"BUFFUMVILLE LAKE, MA US",10/3/1986,61,47
USC00190998,"BUFFUMVILLE LAKE, MA US",10/4/1986,62,48
USC00190998,"BUFFUMVILLE LAKE, MA US",10/5/1986,75,53
USC00190998,"BUFFUMVILLE LAKE, MA US",10/6/1986,60,39
USC00190998,"BUFFUMVILLE LAKE, MA US",10/7/1986,55,31
USC00190998,"BUFFUMVILLE LAKE, MA US",10/8/1986,54,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/9/1986,67,32
USC00190998,"BUFFUMVILLE LAKE, MA US",10/10/1986,76,34
USC00190998,"BUFFUMVILLE LAKE, MA US",10/11/1986,51,25
USC00190998,"BUFFUMVILLE LAKE, MA US",10/12/1986,57,31
USC00190998,"BUFFUMVILLE LAKE, MA US",10/13/1986,64,46
USC00190998,"BUFFUMVILLE LAKE, MA US",10/14/1986,63,55
USC00190998,"BUFFUMVILLE LAKE, MA US",10/15/1986,67,43
USC00190998,"BUFFUMVILLE LAKE, MA US",10/16/1986,59,30
USC00190998,"BUFFUMVILLE LAKE, MA US",10/17/1986,55,31
USC00190998,"BUFFUMVILLE LAKE, MA US",10/18/1986,53,37
USC00190998,"BUFFUMVILLE LAKE, MA US",10/19/1986,53,26
USC00190998,"BUFFUMVILLE LAKE, MA US",10/20/1986,63,29
USC00190998,"BUFFUMVILLE LAKE, MA US",10/21/1986,63,35
USC00190998,"BUFFUMVILLE LAKE, MA US",10/22/1986,68,39
USC00190998,"BUFFUMVILLE LAKE, MA US",10/23/1986,68,40
USC00190998,"BUFFUMVILLE LAKE, MA US",10/24/1986,73,42
USC00190998,"BUFFUMVILLE LAKE, MA US",10/25/1986,57,25
USC00190998,"BUFFUMVILLE LAKE, MA US",10/26/1986,59,28
USC00190998,"BUFFUMVILLE LAKE, MA US",10/27/1986,59,41
USC00190998,"BUFFUMVILLE LAKE, MA US",10/28/1986,49,45
USC00190998,"BUFFUMVILLE LAKE, MA US",10/29/1986,60,33
USC00190998,"BUFFUMVILLE LAKE, MA US",10/30/1986,69,37
USC00190998,"BUFFUMVILLE LAKE, MA US",10/31/1986,62,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/1/1986,49,25
USC00190998,"BUFFUMVILLE LAKE, MA US",11/2/1986,61,49
USC00190998,"BUFFUMVILLE LAKE, MA US",11/3/1986,61,26
USC00190998,"BUFFUMVILLE LAKE, MA US",11/4/1986,48,30
USC00190998,"BUFFUMVILLE LAKE, MA US",11/5/1986,54,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/6/1986,38,30
USC00190998,"BUFFUMVILLE LAKE, MA US",11/7/1986,43,36
USC00190998,"BUFFUMVILLE LAKE, MA US",11/8/1986,46,41
USC00190998,"BUFFUMVILLE LAKE, MA US",11/9/1986,64,41
USC00190998,"BUFFUMVILLE LAKE, MA US",11/10/1986,69,34
USC00190998,"BUFFUMVILLE LAKE, MA US",11/11/1986,44,24
USC00190998,"BUFFUMVILLE LAKE, MA US",11/12/1986,34,26
USC00190998,"BUFFUMVILLE LAKE, MA US",11/13/1986,46,22
USC00190998,"BUFFUMVILLE LAKE, MA US",11/14/1986,37,11
USC00190998,"BUFFUMVILLE LAKE, MA US",11/15/1986,32,12
USC00190998,"BUFFUMVILLE LAKE, MA US",11/16/1986,43,25
USC00190998,"BUFFUMVILLE LAKE, MA US",11/17/1986,51,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/18/1986,50,30
USC00190998,"BUFFUMVILLE LAKE, MA US",11/19/1986,47,27
USC00190998,"BUFFUMVILLE LAKE, MA US",11/20/1986,30,6
USC00190998,"BUFFUMVILLE LAKE, MA US",11/21/1986,58,10
USC00190998,"BUFFUMVILLE LAKE, MA US",11/22/1986,59,28
USC00190998,"BUFFUMVILLE LAKE, MA US",11/23/1986,39,21
USC00190998,"BUFFUMVILLE LAKE, MA US",11/24/1986,52,25
USC00190998,"BUFFUMVILLE LAKE, MA US",11/25/1986,50,28
USC00190998,"BUFFUMVILLE LAKE, MA US",11/26/1986,50,26
USC00190998,"BUFFUMVILLE LAKE, MA US",11/27/1986,63,29
USC00190998,"BUFFUMVILLE LAKE, MA US",11/28/1986,49,23
USC00190998,"BUFFUMVILLE LAKE, MA US",11/29/1986,54,23
USC00190998,"BUFFUMVILLE LAKE, MA US",11/30/1986,52,24
USC00190998,"BUFFUMVILLE LAKE, MA US",12/1/1986,37,17
USC00190998,"BUFFUMVILLE LAKE, MA US",12/2/1986,37,18
USC00190998,"BUFFUMVILLE LAKE, MA US",12/3/1986,56,26
USC00190998,"BUFFUMVILLE LAKE, MA US",12/4/1986,60,36
USC00190998,"BUFFUMVILLE LAKE, MA US",12/5/1986,42,29
USC00190998,"BUFFUMVILLE LAKE, MA US",12/6/1986,39,18
USC00190998,"BUFFUMVILLE LAKE, MA US",12/7/1986,41,21
USC00190998,"BUFFUMVILLE LAKE, MA US",12/8/1986,42,30
USC00190998,"BUFFUMVILLE LAKE, MA US",12/9/1986,36,17
USC00190998,"BUFFUMVILLE LAKE, MA US",12/10/1986,37,19
USC00190998,"BUFFUMVILLE LAKE, MA US",12/11/1986,49,24
USC00190998,"BUFFUMVILLE LAKE, MA US",12/12/1986,35,24
USC00190998,"BUFFUMVILLE LAKE, MA US",12/13/1986,35,21
USC00190998,"BUFFUMVILLE LAKE, MA US",12/14/1986,25,5
USC00190998,"BUFFUMVILLE LAKE, MA US",12/15/1986,32,9
USC00190998,"BUFFUMVILLE LAKE, MA US",12/16/1986,40,10
USC00190998,"BUFFUMVILLE LAKE, MA US",12/17/1986,36,29
USC00190998,"BUFFUMVILLE LAKE, MA US",12/18/1986,33,27
USC00190998,"BUFFUMVILLE LAKE, MA US",12/19/1986,65,30
USC00190998,"BUFFUMVILLE LAKE, MA US",12/20/1986,43,34
USC00190998,"BUFFUMVILLE LAKE, MA US",12/21/1986,43,23
USC00190998,"BUFFUMVILLE LAKE, MA US",12/22/1986,34,14
USC00190998,"BUFFUMVILLE LAKE, MA US",12/23/1986,38,14
USC00190998,"BUFFUMVILLE LAKE, MA US",12/24/1986,42,17
USC00190998,"BUFFUMVILLE LAKE, MA US",12/25/1986,42,18
USC00190998,"BUFFUMVILLE LAKE, MA US",12/26/1986,51,35
USC00190998,"BUFFUMVILLE LAKE, MA US",12/27/1986,40,28
USC00190998,"BUFFUMVILLE LAKE, MA US",12/28/1986,38,28
USC00190998,"BUFFUMVILLE LAKE, MA US",12/29/1986,40,16
USC00190998,"BUFFUMVILLE LAKE, MA US",12/30/1986,34,25
USC00190998,"BUFFUMVILLE LAKE, MA US",12/31/1986,32,29
USC00190998,"BUFFUMVILLE LAKE, MA US",1/1/1987,38,12
USC00190998,"BUFFUMVILLE LAKE, MA US",1/2/1987,36,17
USC00190998,"BUFFUMVILLE LAKE, MA US",1/3/1987,42,21
USC00190998,"BUFFUMVILLE LAKE, MA US",1/4/1987,27,15
USC00190998,"BUFFUMVILLE LAKE, MA US",1/5/1987,33,11
USC00190998,"BUFFUMVILLE LAKE, MA US",1/6/1987,36,7
USC00190998,"BUFFUMVILLE LAKE, MA US",1/7/1987,37,8
USC00190998,"BUFFUMVILLE LAKE, MA US",1/8/1987,42,23
USC00190998,"BUFFUMVILLE LAKE, MA US",1/9/1987,30,11
USC00190998,"BUFFUMVILLE LAKE, MA US",1/10/1987,38,21
USC00190998,"BUFFUMVILLE LAKE, MA US",1/11/1987,38,21
USC00190998,"BUFFUMVILLE LAKE, MA US",1/12/1987,34,28
USC00190998,"BUFFUMVILLE LAKE, MA US",1/13/1987,36,29
USC00190998,"BUFFUMVILLE LAKE, MA US",1/14/1987,36,13
USC00190998,"BUFFUMVILLE LAKE, MA US",1/15/1987,47,19
USC00190998,"BUFFUMVILLE LAKE, MA US",1/16/1987,49,30
USC00190998,"BUFFUMVILLE LAKE, MA US",1/17/1987,38,10
USC00190998,"BUFFUMVILLE LAKE, MA US",1/18/1987,28,9
USC00190998,"BUFFUMVILLE LAKE, MA US",1/19/1987,34,15
USC00190998,"BUFFUMVILLE LAKE, MA US",1/20/1987,31,11
USC00190998,"BUFFUMVILLE LAKE, MA US",1/21/1987,25,-3
USC00190998,"BUFFUMVILLE LAKE, MA US",1/22/1987,31,7
USC00190998,"BUFFUMVILLE LAKE, MA US",1/23/1987,37,11
USC00190998,"BUFFUMVILLE LAKE, MA US",1/24/1987,33,3
USC00190998,"BUFFUMVILLE LAKE, MA US",1/25/1987,15,-5
USC00190998,"BUFFUMVILLE LAKE, MA US",1/26/1987,24,-2
USC00190998,"BUFFUMVILLE LAKE, MA US",1/27/1987,17,-6
USC00190998,"BUFFUMVILLE LAKE, MA US",1/28/1987,25,-12
USC00190998,"BUFFUMVILLE LAKE, MA US",1/29/1987,29,-11
USC00190998,"BUFFUMVILLE LAKE, MA US",1/30/1987,32,-6
USC00190998,"BUFFUMVILLE LAKE, MA US",1/31/1987,31,6
USC00190998,"BUFFUMVILLE LAKE, MA US",2/1/1987,33,22
USC00190998,"BUFFUMVILLE LAKE, MA US",2/2/1987,35,23
USC00190998,"BUFFUMVILLE LAKE, MA US",2/3/1987,44,23
USC00190998,"BUFFUMVILLE LAKE, MA US",2/4/1987,41,31
USC00190998,"BUFFUMVILLE LAKE, MA US",2/5/1987,38,13
USC00190998,"BUFFUMVILLE LAKE, MA US",2/6/1987,26,2
USC00190998,"BUFFUMVILLE LAKE, MA US",2/7/1987,31,6
USC00190998,"BUFFUMVILLE LAKE, MA US",2/8/1987,44,13
USC00190998,"BUFFUMVILLE LAKE, MA US",2/9/1987,40,19
USC00190998,"BUFFUMVILLE LAKE, MA US",2/10/1987,32,8
USC00190998,"BUFFUMVILLE LAKE, MA US",2/11/1987,33,9
USC00190998,"BUFFUMVILLE LAKE, MA US",2/12/1987,34,17
USC00190998,"BUFFUMVILLE LAKE, MA US",2/13/1987,34,18
USC00190998,"BUFFUMVILLE LAKE, MA US",2/14/1987,22,-6
USC00190998,"BUFFUMVILLE LAKE, MA US",2/15/1987,19,-7
USC00190998,"BUFFUMVILLE LAKE, MA US",2/16/1987,12,-3
USC00190998,"BUFFUMVILLE LAKE, MA US",2/17/1987,33,4
USC00190998,"BUFFUMVILLE LAKE, MA US",2/18/1987,41,9
USC00190998,"BUFFUMVILLE LAKE, MA US",2/19/1987,34,12
USC00190998,"BUFFUMVILLE LAKE, MA US",2/20/1987,34,16
USC00190998,"BUFFUMVILLE LAKE, MA US",2/21/1987,35,15
USC00190998,"BUFFUMVILLE LAKE, MA US",2/22/1987,39,8
USC00190998,"BUFFUMVILLE LAKE, MA US",2/23/1987,43,18
USC00190998,"BUFFUMVILLE LAKE, MA US",2/24/1987,37,20
USC00190998,"BUFFUMVILLE LAKE, MA US",2/25/1987,38,21
USC00190998,"BUFFUMVILLE LAKE, MA US",2/26/1987,39,21
USC00190998,"BUFFUMVILLE LAKE, MA US",2/27/1987,40,14
USC00190998,"BUFFUMVILLE LAKE, MA US",2/28/1987,43,11
USC00190998,"BUFFUMVILLE LAKE, MA US",3/1/1987,45,12
USC00190998,"BUFFUMVILLE LAKE, MA US",3/2/1987,35,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/3/1987,35,26
USC00190998,"BUFFUMVILLE LAKE, MA US",3/4/1987,40,20
USC00190998,"BUFFUMVILLE LAKE, MA US",3/5/1987,37,16
USC00190998,"BUFFUMVILLE LAKE, MA US",3/6/1987,39,11
USC00190998,"BUFFUMVILLE LAKE, MA US",3/7/1987,48,15
USC00190998,"BUFFUMVILLE LAKE, MA US",3/8/1987,60,34
USC00190998,"BUFFUMVILLE LAKE, MA US",3/9/1987,66,32
USC00190998,"BUFFUMVILLE LAKE, MA US",3/10/1987,51,8
USC00190998,"BUFFUMVILLE LAKE, MA US",3/11/1987,27,5
USC00190998,"BUFFUMVILLE LAKE, MA US",3/12/1987,33,14
USC00190998,"BUFFUMVILLE LAKE, MA US",3/13/1987,35,23
USC00190998,"BUFFUMVILLE LAKE, MA US",3/14/1987,33,21
USC00190998,"BUFFUMVILLE LAKE, MA US",3/15/1987,42,11
USC00190998,"BUFFUMVILLE LAKE, MA US",3/16/1987,42,22
USC00190998,"BUFFUMVILLE LAKE, MA US",3/17/1987,36,22
USC00190998,"BUFFUMVILLE LAKE, MA US",3/18/1987,35,24
USC00190998,"BUFFUMVILLE LAKE, MA US",3/19/1987,44,26
USC00190998,"BUFFUMVILLE LAKE, MA US",3/20/1987,44,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/21/1987,46,30
USC00190998,"BUFFUMVILLE LAKE, MA US",3/22/1987,46,30
USC00190998,"BUFFUMVILLE LAKE, MA US",3/23/1987,42,34
USC00190998,"BUFFUMVILLE LAKE, MA US",3/24/1987,56,28
USC00190998,"BUFFUMVILLE LAKE, MA US",3/25/1987,63,28
USC00190998,"BUFFUMVILLE LAKE, MA US",3/26/1987,71,40
USC00190998,"BUFFUMVILLE LAKE, MA US",3/27/1987,56,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/28/1987,63,33
USC00190998,"BUFFUMVILLE LAKE, MA US",3/29/1987,55,29
USC00190998,"BUFFUMVILLE LAKE, MA US",3/30/1987,67,36
USC00190998,"BUFFUMVILLE LAKE, MA US",3/31/1987,68,47
USC00190998,"BUFFUMVILLE LAKE, MA US",4/1/1987,65,32
USC00190998,"BUFFUMVILLE LAKE, MA US",4/2/1987,43,25
USC00190998,"BUFFUMVILLE LAKE, MA US",4/3/1987,55,33
USC00190998,"BUFFUMVILLE LAKE, MA US",4/4/1987,63,37
USC00190998,"BUFFUMVILLE LAKE, MA US",4/5/1987,55,43
USC00190998,"BUFFUMVILLE LAKE, MA US",4/6/1987,44,39
USC00190998,"BUFFUMVILLE LAKE, MA US",4/7/1987,42,39
USC00190998,"BUFFUMVILLE LAKE, MA US",4/8/1987,47,34
USC00190998,"BUFFUMVILLE LAKE, MA US",4/9/1987,50,25
USC00190998,"BUFFUMVILLE LAKE, MA US",4/10/1987,50,30
USC00190998,"BUFFUMVILLE LAKE, MA US",4/11/1987,66,34
USC00190998,"BUFFUMVILLE LAKE, MA US",4/12/1987,73,34
USC00190998,"BUFFUMVILLE LAKE, MA US",4/13/1987,73,34
USC00190998,"BUFFUMVILLE LAKE, MA US",4/14/1987,40,32
USC00190998,"BUFFUMVILLE LAKE, MA US",4/15/1987,60,31
USC00190998,"BUFFUMVILLE LAKE, MA US",4/16/1987,66,37
USC00190998,"BUFFUMVILLE LAKE, MA US",4/17/1987,43,37
USC00190998,"BUFFUMVILLE LAKE, MA US",4/18/1987,46,38
USC00190998,"BUFFUMVILLE LAKE, MA US",4/19/1987,56,46
USC00190998,"BUFFUMVILLE LAKE, MA US",4/20/1987,60,53
USC00190998,"BUFFUMVILLE LAKE, MA US",4/21/1987,58,53
USC00190998,"BUFFUMVILLE LAKE, MA US",4/22/1987,74,49
USC00190998,"BUFFUMVILLE LAKE, MA US",4/23/1987,58,33
USC00190998,"BUFFUMVILLE LAKE, MA US",4/24/1987,54,40
USC00190998,"BUFFUMVILLE LAKE, MA US",4/25/1987,65,40
USC00190998,"BUFFUMVILLE LAKE, MA US",4/26/1987,59,29
USC00190998,"BUFFUMVILLE LAKE, MA US",4/27/1987,59,28
USC00190998,"BUFFUMVILLE LAKE, MA US",4/28/1987,59,28
USC00190998,"BUFFUMVILLE LAKE, MA US",4/29/1987,37,32
USC00190998,"BUFFUMVILLE LAKE, MA US",4/30/1987,51,33
USC00190998,"BUFFUMVILLE LAKE, MA US",5/1/1987,52,33
USC00190998,"BUFFUMVILLE LAKE, MA US",5/2/1987,60,30
USC00190998,"BUFFUMVILLE LAKE, MA US",5/3/1987,66,30
USC00190998,"BUFFUMVILLE LAKE, MA US",5/4/1987,62,30
USC00190998,"BUFFUMVILLE LAKE, MA US",5/5/1987,49,39
USC00190998,"BUFFUMVILLE LAKE, MA US",5/6/1987,45,40
USC00190998,"BUFFUMVILLE LAKE, MA US",5/7/1987,51,41
USC00190998,"BUFFUMVILLE LAKE, MA US",5/8/1987,76,45
USC00190998,"BUFFUMVILLE LAKE, MA US",5/9/1987,63,35
USC00190998,"BUFFUMVILLE LAKE, MA US",5/10/1987,74,44
USC00190998,"BUFFUMVILLE LAKE, MA US",5/11/1987,82,44
USC00190998,"BUFFUMVILLE LAKE, MA US",5/12/1987,75,50
USC00190998,"BUFFUMVILLE LAKE, MA US",5/13/1987,78,37
USC00190998,"BUFFUMVILLE LAKE, MA US",5/14/1987,65,31
USC00190998,"BUFFUMVILLE LAKE, MA US",5/15/1987,71,41
USC00190998,"BUFFUMVILLE LAKE, MA US",5/16/1987,73,38
USC00190998,"BUFFUMVILLE LAKE, MA US",5/17/1987,68,43
USC00190998,"BUFFUMVILLE LAKE, MA US",5/18/1987,83,55
USC00190998,"BUFFUMVILLE LAKE, MA US",5/19/1987,70,49
USC00190998,"BUFFUMVILLE LAKE, MA US",5/20/1987,66,41
USC00190998,"BUFFUMVILLE LAKE, MA US",5/21/1987,61,45
USC00190998,"BUFFUMVILLE LAKE, MA US",5/22/1987,69,50
USC00190998,"BUFFUMVILLE LAKE, MA US",5/23/1987,77,57
USC00190998,"BUFFUMVILLE LAKE, MA US",5/24/1987,75,46
USC00190998,"BUFFUMVILLE LAKE, MA US",5/25/1987,61,44
USC00190998,"BUFFUMVILLE LAKE, MA US",5/26/1987,63,47
USC00190998,"BUFFUMVILLE LAKE, MA US",5/27/1987,72,48
USC00190998,"BUFFUMVILLE LAKE, MA US",5/28/1987,63,49
USC00190998,"BUFFUMVILLE LAKE, MA US",5/29/1987,82,56
USC00190998,"BUFFUMVILLE LAKE, MA US",5/30/1987,90,60
USC00190998,"BUFFUMVILLE LAKE, MA US",5/31/1987,91,63
USC00190998,"BUFFUMVILLE LAKE, MA US",6/1/1987,91,64
USC00190998,"BUFFUMVILLE LAKE, MA US",6/2/1987,88,64
USC00190998,"BUFFUMVILLE LAKE, MA US",6/3/1987,77,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/4/1987,71,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/5/1987,62,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/6/1987,78,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/7/1987,68,38
USC00190998,"BUFFUMVILLE LAKE, MA US",6/8/1987,65,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/9/1987,80,57
USC00190998,"BUFFUMVILLE LAKE, MA US",6/10/1987,76,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/11/1987,72,41
USC00190998,"BUFFUMVILLE LAKE, MA US",6/12/1987,76,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/13/1987,69,61
USC00190998,"BUFFUMVILLE LAKE, MA US",6/14/1987,83,59
USC00190998,"BUFFUMVILLE LAKE, MA US",6/15/1987,83,64
USC00190998,"BUFFUMVILLE LAKE, MA US",6/16/1987,88,55
USC00190998,"BUFFUMVILLE LAKE, MA US",6/17/1987,84,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/18/1987,78,48
USC00190998,"BUFFUMVILLE LAKE, MA US",6/19/1987,81,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/20/1987,87,60
USC00190998,"BUFFUMVILLE LAKE, MA US",6/21/1987,86,59
USC00190998,"BUFFUMVILLE LAKE, MA US",6/22/1987,74,61
USC00190998,"BUFFUMVILLE LAKE, MA US",6/23/1987,77,62
USC00190998,"BUFFUMVILLE LAKE, MA US",6/24/1987,63,48
USC00190998,"BUFFUMVILLE LAKE, MA US",6/25/1987,83,57
USC00190998,"BUFFUMVILLE LAKE, MA US",6/26/1987,71,53
USC00190998,"BUFFUMVILLE LAKE, MA US",6/27/1987,68,54
USC00190998,"BUFFUMVILLE LAKE, MA US",6/28/1987,71,61
USC00190998,"BUFFUMVILLE LAKE, MA US",6/29/1987,76,51
USC00190998,"BUFFUMVILLE LAKE, MA US",6/30/1987,82,61
USC00190998,"BUFFUMVILLE LAKE, MA US",7/1/1987,86,64
USC00190998,"BUFFUMVILLE LAKE, MA US",7/2/1987,80,60
USC00190998,"BUFFUMVILLE LAKE, MA US",7/3/1987,74,56
USC00190998,"BUFFUMVILLE LAKE, MA US",7/4/1987,68,59
USC00190998,"BUFFUMVILLE LAKE, MA US",7/5/1987,84,57
USC00190998,"BUFFUMVILLE LAKE, MA US",7/6/1987,87,56
USC00190998,"BUFFUMVILLE LAKE, MA US",7/7/1987,80,53
USC00190998,"BUFFUMVILLE LAKE, MA US",7/8/1987,71,57
USC00190998,"BUFFUMVILLE LAKE, MA US",7/9/1987,73,62
USC00190998,"BUFFUMVILLE LAKE, MA US",7/10/1987,88,67
USC00190998,"BUFFUMVILLE LAKE, MA US",7/11/1987,93,69
USC00190998,"BUFFUMVILLE LAKE, MA US",7/12/1987,88,68
USC00190998,"BUFFUMVILLE LAKE, MA US",7/13/1987,84,71
USC00190998,"BUFFUMVILLE LAKE, MA US",7/14/1987,82,71
USC00190998,"BUFFUMVILLE LAKE, MA US",7/15/1987,78,63
USC00190998,"BUFFUMVILLE LAKE, MA US",7/16/1987,76,51
USC00190998,"BUFFUMVILLE LAKE, MA US",7/17/1987,72,50
USC00190998,"BUFFUMVILLE LAKE, MA US",7/18/1987,81,52
USC00190998,"BUFFUMVILLE LAKE, MA US",7/19/1987,90,70
USC00190998,"BUFFUMVILLE LAKE, MA US",7/20/1987,82,61
USC00190998,"BUFFUMVILLE LAKE, MA US",7/21/1987,77,65
USC00190998,"BUFFUMVILLE LAKE, MA US",7/22/1987,85,62
USC00190998,"BUFFUMVILLE LAKE, MA US",7/23/1987,89,66
USC00190998,"BUFFUMVILLE LAKE, MA US",7/24/1987,90,69
USC00190998,"BUFFUMVILLE LAKE, MA US",7/25/1987,94,69
USC00190998,"BUFFUMVILLE LAKE, MA US",7/26/1987,90,66
USC00190998,"BUFFUMVILLE LAKE, MA US",7/27/1987,83,55
USC00190998,"BUFFUMVILLE LAKE, MA US",7/28/1987,81,53
USC00190998,"BUFFUMVILLE LAKE, MA US",7/29/1987,82,53
USC00190998,"BUFFUMVILLE LAKE, MA US",7/30/1987,78,53
USC00190998,"BUFFUMVILLE LAKE, MA US",7/31/1987,77,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/1/1987,78,50
USC00190998,"BUFFUMVILLE LAKE, MA US",8/2/1987,80,48
USC00190998,"BUFFUMVILLE LAKE, MA US",8/3/1987,78,65
USC00190998,"BUFFUMVILLE LAKE, MA US",8/4/1987,78,61
USC00190998,"BUFFUMVILLE LAKE, MA US",8/5/1987,88,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/6/1987,83,63
USC00190998,"BUFFUMVILLE LAKE, MA US",8/7/1987,79,57
USC00190998,"BUFFUMVILLE LAKE, MA US",8/8/1987,79,61
USC00190998,"BUFFUMVILLE LAKE, MA US",8/9/1987,85,61
USC00190998,"BUFFUMVILLE LAKE, MA US",8/10/1987,78,60
USC00190998,"BUFFUMVILLE LAKE, MA US",8/11/1987,64,54
USC00190998,"BUFFUMVILLE LAKE, MA US",8/12/1987,79,50
USC00190998,"BUFFUMVILLE LAKE, MA US",8/13/1987,76,50
USC00190998,"BUFFUMVILLE LAKE, MA US",8/14/1987,79,52
USC00190998,"BUFFUMVILLE LAKE, MA US",8/15/1987,79,55
USC00190998,"BUFFUMVILLE LAKE, MA US",8/16/1987,86,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/17/1987,89,67
USC00190998,"BUFFUMVILLE LAKE, MA US",8/18/1987,93,70
USC00190998,"BUFFUMVILLE LAKE, MA US",8/19/1987,89,59
USC00190998,"BUFFUMVILLE LAKE, MA US",8/20/1987,86,60
USC00190998,"BUFFUMVILLE LAKE, MA US",8/21/1987,81,50
USC00190998,"BUFFUMVILLE LAKE, MA US",8/22/1987,81,54
USC00190998,"BUFFUMVILLE LAKE, MA US",8/23/1987,74,56
USC00190998,"BUFFUMVILLE LAKE, MA US",8/24/1987,73,44
USC00190998,"BUFFUMVILLE LAKE, MA US",8/25/1987,74,41
USC00190998,"BUFFUMVILLE LAKE, MA US",8/26/1987,70,41
USC00190998,"BUFFUMVILLE LAKE, MA US",8/27/1987,77,51
USC00190998,"BUFFUMVILLE LAKE, MA US",8/28/1987,59,55
USC00190998,"BUFFUMVILLE LAKE, MA US",8/29/1987,59,53
USC00190998,"BUFFUMVILLE LAKE, MA US",8/30/1987,59,47
USC00190998,"BUFFUMVILLE LAKE, MA US",8/31/1987,76,51
USC00190998,"BUFFUMVILLE LAKE, MA US",9/1/1987,74,53
USC00190998,"BUFFUMVILLE LAKE, MA US",9/2/1987,73,44
USC00190998,"BUFFUMVILLE LAKE, MA US",9/3/1987,70,47
USC00190998,"BUFFUMVILLE LAKE, MA US",9/4/1987,71,41
USC00190998,"BUFFUMVILLE LAKE, MA US",9/5/1987,71,41
USC00190998,"BUFFUMVILLE LAKE, MA US",9/6/1987,73,45
USC00190998,"BUFFUMVILLE LAKE, MA US",9/7/1987,76,54
USC00190998,"BUFFUMVILLE LAKE, MA US",9/8/1987,72,62
USC00190998,"BUFFUMVILLE LAKE, MA US",9/9/1987,77,65
USC00190998,"BUFFUMVILLE LAKE, MA US",9/10/1987,81,59
USC00190998,"BUFFUMVILLE LAKE, MA US",9/11/1987,83,62
USC00190998,"BUFFUMVILLE LAKE, MA US",9/12/1987,67,58
USC00190998,"BUFFUMVILLE LAKE, MA US",9/13/1987,66,58
USC00190998,"BUFFUMVILLE LAKE, MA US",9/14/1987,68,60
USC00190998,"BUFFUMVILLE LAKE, MA US",9/15/1987,76,47
USC00190998,"BUFFUMVILLE LAKE, MA US",9/16/1987,74,49
USC00190998,"BUFFUMVILLE LAKE, MA US",9/17/1987,76,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/18/1987,76,55
USC00190998,"BUFFUMVILLE LAKE, MA US",9/19/1987,56,51
USC00190998,"BUFFUMVILLE LAKE, MA US",9/20/1987,56,53
USC00190998,"BUFFUMVILLE LAKE, MA US",9/21/1987,55,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/22/1987,63,51
USC00190998,"BUFFUMVILLE LAKE, MA US",9/23/1987,70,50
USC00190998,"BUFFUMVILLE LAKE, MA US",9/24/1987,69,50
USC00190998,"BUFFUMVILLE LAKE, MA US",9/25/1987,71,40
USC00190998,"BUFFUMVILLE LAKE, MA US",9/26/1987,59,34
USC00190998,"BUFFUMVILLE LAKE, MA US",9/27/1987,65,37
USC00190998,"BUFFUMVILLE LAKE, MA US",9/28/1987,67,37
USC00190998,"BUFFUMVILLE LAKE, MA US",9/29/1987,76,52
USC00190998,"BUFFUMVILLE LAKE, MA US",9/30/1987,79,56
USC00190998,"BUFFUMVILLE LAKE, MA US",10/1/1987,68,50
USC00190998,"BUFFUMVILLE LAKE, MA US",10/2/1987,62,36
USC00190998,"BUFFUMVILLE LAKE, MA US",10/3/1987,65,36
USC00190998,"BUFFUMVILLE LAKE, MA US",10/4/1987,63,42
USC00190998,"BUFFUMVILLE LAKE, MA US",10/5/1987,43,31
USC00190998,"BUFFUMVILLE LAKE, MA US",10/6/1987,66,35
USC00190998,"BUFFUMVILLE LAKE, MA US",10/7/1987,69,40
